Grade Level,Subject,TEK,STANDARD
High School,Aquatic Science,7(D),"evaluate factors affecting aquatic population cycles such as lunar cycles, temperature variations, hours of daylight, and predator-prey relationships; and"
High School,Aquatic Science,7(E),"identify the interdependence of organisms in an aquatic environment such as in a pond, a river, a lake, an ocean, or an aquifer and the biosphere"
High School,Aquatic Science,8(A),evaluate data over a period of time from an established aquatic environment documenting seasonal changes and the behavior of organisms
High School,Aquatic Science,8(B),"collect and analyze pH, salinity, temperature, mineral content, nitrogen compounds, dissolved oxygen, and turbidity data periodically, starting with baseline measurements; and"
High School,Aquatic Science,8(C),"use data from short-term or long-term studies to analyze interrelationships between producers, consumers, and decomposers in aquatic ecosystems"
High School,Aquatic Science,9(A),"identify the role of carbon, nitrogen, water, and nutrient cycles in an aquatic environment, including upwellings and turnovers"
High School,Aquatic Science,9(B),"examine the interrelationships between aquatic systems and climate and weather, including El Niño and La Niña, currents, and hurricanes; and"
High School,Aquatic Science,9(C),explain how tidal cycles influence intertidal ecology
High School,Aquatic Science,10(A),"identify sources of water in a watershed, including rainfall, groundwater, and surface water"
High School,Aquatic Science,10(B),identify factors that contribute to how water flows through a watershed
High School,Aquatic Science,10(C),analyze water quantity and quality in a local watershed or aquifer; and
High School,Aquatic Science,10(D),describe human uses of fresh water and how human freshwater use competes with that of other organisms
High School,Aquatic Science,11(A),"examine basic principles of fluid dynamics, including hydrostatic pressure, density as a result of salinity, and buoyancy"
High School,Aquatic Science,11(B),"identify interrelationships between ocean currents, climates, and geologic features such as continental margins, active and passive margins, abyssal plains, island atolls, peninsulas, barrier islands, and hydrothermal vents"
High School,Aquatic Science,11(C),explain how fluid dynamics causes upwelling and lake turnover; and
High School,Aquatic Science,11(D),describe how erosion and deposition in river systems lead to formation of geologic features
High School,Aquatic Science,12(A),"differentiate among freshwater, brackish, and marine ecosystems; and"
High School,Aquatic Science,12(B),identify the major properties and components of different marine and freshwater life zones
High School,Aquatic Science,13(A),compare different traits in aquatic organisms using tools such as dichotomous keys
High School,Aquatic Science,13(B),describe how adaptations allow an organism to exist within an aquatic environment; and
High School,Aquatic Science,13(C),compare adaptations of freshwater and marine organisms
High School,Aquatic Science,14(A),analyze the cumulative impact of human population growth on an aquatic ecosystem
High School,Aquatic Science,14(B),"predict effects of chemical, organic, physical, and thermal changes due to humans on the living and nonliving components of an aquatic ecosystem"
High School,Aquatic Science,14(C),"investigate the role of humans in unbalanced systems involving phenomena such as invasive species, fish farming, cultural eutrophication, or red tides"
High School,Aquatic Science,14(D),"analyze and discuss how human activities such as fishing, transportation, dams, and recreation influence aquatic environments"
High School,Aquatic Science,14(E),"describe the impact such as costs and benefits of various laws and policies such as The Endangered Species Act, right of capture laws, or Clean Water Act on aquatic systems; and"
